"method","sizes","probs","cells","pred_sizes_perf","pred_probs_perf","pred_warns_perf","pred_sizes_corr","pred_probs_corr","pred_warns_corr","zero_prop_corr","error_sizes_perf","error_probs_perf","error_sizes_corr","error_probs_corr"
"negloglik",35,0.76,3850,35.7604057963493,0.763662850640086,0,39.5524164839948,0.772190329392257,0,0.274805194805195,0.760405796349254,0.00366285064008642,4.5524164839948,0.0121903293922572
"negloglik",38.4,0.15,4550,38.2129923698551,0.149787041249503,0,37.1774113636068,0.140693475131613,0,0.00461538461538462,0.187007630144898,0.000212958750497483,1.22258863639316,0.00930652486838712
"negloglik",47.7,0.08,2250,50.714617207518,0.0848203321792831,0,48.1836404693993,0.0778521703989602,0,0,3.01461720751796,0.00482033217928314,0.483640469399312,0.00214782960103976
"negloglik",44.9,0.84,3150,45.2265800062698,0.841566027221167,0,123.467073483466,0.931841134988188,0,0.343492063492064,0.326580006269822,0.00156602722116672,78.5670734834657,0.0918411349881876
"negloglik",20.5,0.72,1700,20.3762332332386,0.721831737934418,0,20.800827997995,0.713953632279524,0,0.369411764705882,0.123766766761428,0.00183173793441771,0.300827997995,0.00604636772047562
"negloglik",7.8,0.62,1150,8.21613490002208,0.636585086062035,0,8.31617916949013,0.634526155295843,0,0.556521739130435,0.416134900022084,0.0165850860620353,0.516179169490131,0.0145261552958431
"negloglik",46.1,0.94,250,NA,1,1,33.3746989477299,0.902203657169807,0,0.616,NA,0.0600000000000001,12.7253010522701,0.037796342830193
"negloglik",1.4,0.75,250,2.12757140885573,0.820957374098136,0,NA,1,0,0.904,0.727571408855732,0.0709573740981357,NA,0.25
"negloglik",37.1,0.37,3900,39.2576683676924,0.383186133784822,0,41.9570563848271,0.390150675954318,0,0.0387179487179487,2.15766836769241,0.0131861337848224,4.85705638482708,0.0201506759543176
"negloglik",1.7,0.08,2650,1.72056009689085,0.0802240181591296,0,1.7477114381419,0.0778751233296647,0,0.246792452830189,0.0205600968908501,0.000224018159129633,0.0477114381418975,0.00212487667033526
"negloglik",45.6,0.04,2700,46.4611646291433,0.0408304034043867,0,45.6923398846512,0.0383253844896399,0,0,0.861164629143275,0.00083040340438674,0.0923398846511674,0.00167461551036006
"negloglik",40.7,0.2,3200,41.9677006049828,0.204448000892391,0,39.1620003100363,0.185537204263669,0,0.00875,1.26770060498275,0.00444800089239075,1.53799968996373,0.014462795736331
