"genes","r_est","p_est","r_rmse","p_rmse","zero_prop"
"A2M",0.224546245366568,0.00248115473753333,51.4958506565875,0.0373410727455857,0.507783495082394
"AAAS",3.72432862502035,0.445227170887713,19.8017268564907,0.118882551984185,0.764475998176252
"AACS",0.949056167349784,0.282977868334457,43.162860485091,0.0934332885301047,0.875594346381815
"AAGAB",3.56834968006021,0.384414191712426,23.6177519112216,0.106471719554969,0.725460821989188
"AAK1",1.70356758015405,0.141030359386791,41.2753699657616,0.0609399670922087,0.593564775613887
"AAMDC",1.0400862847292,0.0815495019049517,48.8233178933831,0.0517458128460325,0.613691135283007
"AAMP",5.24537051681616,0.261668863003061,20.60385212043,0.0771382077617233,0.471959877548362
"AAR2",3.28344793381309,0.422975140561323,22.7862686477432,0.115354929489195,0.776004689637204
"AARS",1.25187781291755,0.152893953422681,46.618354504362,0.0656163686061894,0.705920666970625
"AASDH",2.25092888007221,0.500356178960666,21.0977555088662,0.133668231898465,0.876506220282681
"AASDHPPT",4.27385764595534,0.359905429678799,21.4183176254806,0.0992579916551086,0.649254217416791
"AATF",4.28208922085853,0.318040212134071,23.102953913013,0.0906620708607802,0.606265876375953
"ABCB7",3.31427947981914,0.43738847550754,21.5784291379598,0.118065567508099,0.780173256041165
"ABCB8",3.22453459909086,0.440091738142145,21.9298420619926,0.119016477689048,0.790399270500879
"ABCC1",1.72323407174734,0.363253533927042,32.8749338997274,0.106899257514942,0.840943138148896
"ABCC5",0.826209026308765,0.191006809996913,50.0808685358397,0.075499789168027,0.832736273041099
"ABCD3",1.19959453717072,0.248879787127938,43.3734322592244,0.0855185116876917,0.820165439979157
"ABCD4",0.989756881217507,0.145740570069465,49.567317901395,0.0652588995816958,0.743372630756204
"ABCE1",2.90392713511382,0.259770549577513,31.6007632777372,0.0820599676205551,0.643782974011594
"ABCF1",4.31687300494773,0.304084354352552,23.5355648798871,0.0877977229336199,0.589787012310298
"ABCF3",3.43933473014884,0.460720323424357,19.9064692867476,0.122818771027744,0.791636813652055
"ABCG1",0.399602304716053,0.0704654685056252,60.6316727648736,0.0533095054389585,0.799192340259233
"ABHD10",2.07787283440968,0.383889505807009,29.9205722163455,0.110172529139264,0.827069628085716
"ABHD11",0.521081891806799,0.0960129074574363,58.0506256627435,0.0578472862825612,0.800560151110532
"ABHD12",1.22962003501026,0.0658423234347255,44.5442381162228,0.0473220910782259,0.510193447534684
"ABHD13",3.69111776204344,0.44923426964742,19.5936957109811,0.11971210742207,0.767667556829284
"ABHD14B",3.45840815642961,0.171148810180156,29.0245947271966,0.0622125822653298,0.446101739073797
"ABHD17A",1.72220166008591,0.190553681206305,41.0542130207394,0.0713038761247331,0.678824985344884
"ABHD17B",1.65623310656628,0.59512554072559,15.0600533345044,0.154043292963208,0.934540480687813
"ABHD18",2.01830908326838,0.407012347885048,28.4826772008195,0.114939673572051,0.842180681300072
"ABHD2",1.4001463712513,0.108081595301939,44.6051947144552,0.0555686191967105,0.590177815410669
"ABHD3",1.07909248734313,0.223137442244371,45.7718234227301,0.080776472720387,0.815801472025011
"ABHD4",0.763247362444433,0.2621681426379,46.0331762631857,0.0900027168449176,0.888100045593695
"ABHD5",1.05275525808701,0.14807823713899,49.0380183211553,0.0655717979832476,0.738617859701687
"ABHD8",1.41287670599237,0.319231032284077,37.6035691888575,0.0990247843013587,0.844655767602423
"ABI1",2.59597836373017,0.147351668469798,33.9592151747831,0.0593876527103742,0.483097765908943
"ABI2",1.3434764962951,0.135860491140128,45.4492263345624,0.0615362957142396,0.655181397772422
"ABI3",0.359696446903456,0.0334920405010524,59.6843787085895,0.0454622438689384,0.713997264378297
"ABL1",0.522192588800906,0.0965811956204244,57.7348313763943,0.0578420239123081,0.796000781606201
"ABL2",0.477996143839618,0.0454486414741059,57.0170816791333,0.0470766417046865,0.689181267504722
"ABLIM1",0.222739417542468,0.0274801207964634,64.1890651410178,0.0454835938989,0.78277861004364
"ABR",1.32778916070787,0.160505994233871,45.7646243455913,0.0669014904951689,0.70507392691982
"ABRACL",1.10878052246506,0.0321317682434868,39.4154949453815,0.0396073572486992,0.354914348987169
"ABT1",6.37361348045603,0.444816382754839,11.9445714536711,0.113871246648721,0.639874943007881
"ABTB1",1.4186956020429,0.184627931082797,43.8837044034244,0.0712661556576946,0.715951279880154
"ACAA1",2.93187101248229,0.17315665683368,31.9779707483303,0.0637677051908035,0.497296945222432
